[ 2013-01-31T10:28:02+08:00 ] /thinkmao/Index.php/Order/put_order | INFO: Tag[ route_check ] --START--
[ 2013-01-31T10:41:43+08:00 ] /thinkmao/Index.php/Order/put_order | NOTIC: [8] Undefined offset: 277 common.php 第 146 行.
[ 2013-01-31T10:41:43+08:00 ] /thinkmao/Index.php/Order/put_order | NOTIC: [8] Undefined offset: 278 common.php 第 146 行.
[ 2013-01-31T10:41:43+08:00 ] /thinkmao/Index.php/Order/put_order | NOTIC: [8] Undefined offset: 279 common.php 第 146 行.
[ 2013-01-31T10:41:43+08:00 ] /thinkmao/Index.php/Order/put_order | NOTIC: [8] Undefined offset: 280 common.php 第 146 行.
[ 2013-01-31T10:41:43+08:00 ] /thinkmao/Index.php/Order/put_order | NOTIC: [8] Undefined offset: 281 common.php 第 155 行.
[ 2013-01-31T10:41:43+08:00 ] /thinkmao/Index.php/Order/put_order | NOTIC: [8] Undefined offset: 282 common.php 第 155 行.
[ 2013-01-31T10:41:43+08:00 ] /thinkmao/Index.php/Order/put_order | NOTIC: [8] Undefined offset: 283 common.php 第 155 行.
[ 2013-01-31T10:41:43+08:00 ] /thinkmao/Index.php/Order/put_order | NOTIC: [8] Undefined offset: 284 common.php 第 155 行.
[ 2013-01-31T10:41:43+08:00 ] /thinkmao/Index.php/Order/put_order | NOTIC: [8] Undefined offset: 285 common.php 第 155 行.
[ 2013-01-31T10:41:43+08:00 ] /thinkmao/Index.php/Order/put_order | NOTIC: [8] Undefined offset: 286 common.php 第 155 行.
[ 2013-01-31T10:41:43+08:00 ] /thinkmao/Index.php/Order/put_order | NOTIC: [8] Undefined offset: 281 common.php 第 230 行.
[ 2013-01-31T10:41:43+08:00 ] /thinkmao/Index.php/Order/put_order | NOTIC: [8] Undefined offset: 282 common.php 第 230 行.
[ 2013-01-31T10:41:43+08:00 ] /thinkmao/Index.php/Order/put_order | NOTIC: [8] Undefined offset: 283 common.php 第 230 行.
[ 2013-01-31T10:41:43+08:00 ] /thinkmao/Index.php/Order/put_order | NOTIC: [8] Undefined offset: 284 common.php 第 230 行.
[ 2013-01-31T10:41:43+08:00 ] /thinkmao/Index.php/Order/put_order | NOTIC: [8] Undefined offset: 285 common.php 第 230 行.
[ 2013-01-31T10:41:43+08:00 ] /thinkmao/Index.php/Order/put_order | NOTIC: [8] Undefined offset: 286 common.php 第 230 行.
[ 2013-01-31T10:41:43+08:00 ] /thinkmao/Index.php/Order/put_order | SQL: SELECT * FROM `hd_goods_attr` WHERE id in ( 282, 284)  [ RunTime:0.000492s ]
[ 2013-01-31T10:41:43+08:00 ] /thinkmao/Index.php/Order/put_order | SQL: SHOW COLUMNS FROM `hd_order_list` [ RunTime:0.000956s ]
[ 2013-01-31T10:41:43+08:00 ] /thinkmao/Index.php/Order/put_order | SQL: INSERT INTO `hd_order_list` (`oid`,`quantity`,`subtotal`,`gid`) VALUES ('5',1,2279,'16') [ RunTime:0.000330s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ route_check ] --START--
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run CheckRoute Behavior [ RunTime:0.000067s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.000182s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ app_begin ] --START--
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000056s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000086s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000054s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.000085s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.002531s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.002589s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.000088s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.000056s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000032s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000069s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000326s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000038s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.000066s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000025s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:-0.003121s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.093702s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.000579s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.000669s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.000036s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000007s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000254s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.094063s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000023s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:-0.095359s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000068s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:-0.098542s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.002274s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.096043s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.000050s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.000029s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000007s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000046s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.098038s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | NOTIC: [2] Cannot modify header information - headers already sent by (output started at /var/www/html/thinkmao/ThinkPHP/Lib/Core/View.class.php:124) View.class.php 第 120 行.
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | NOTIC: [2] Cannot modify header information - headers already sent by (output started at /var/www/html/thinkmao/ThinkPHP/Lib/Core/View.class.php:124) View.class.php 第 121 行.
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | NOTIC: [2] Cannot modify header information - headers already sent by (output started at /var/www/html/thinkmao/ThinkPHP/Lib/Core/View.class.php:124) View.class.php 第 122 行.
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000014s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:-0.098236s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000027s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:-0.101395s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.021504s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.098854s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.000181s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.000030s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000008s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000070s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.120119s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | NOTIC: [2] Cannot modify header information - headers already sent by (output started at /var/www/html/thinkmao/ThinkPHP/Lib/Core/View.class.php:124) View.class.php 第 120 行.
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | NOTIC: [2] Cannot modify header information - headers already sent by (output started at /var/www/html/thinkmao/ThinkPHP/Lib/Core/View.class.php:124) View.class.php 第 121 行.
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | NOTIC: [2] Cannot modify header information - headers already sent by (output started at /var/www/html/thinkmao/ThinkPHP/Lib/Core/View.class.php:124) View.class.php 第 122 行.
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000019s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:-0.120749s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_template ] --START--
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000044s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_template ] --END-- [ RunTime:-0.123925s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_parse ] --START--
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.002817s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:-0.121399s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_filter ] --START--
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run ContentReplace Behavior [ RunTime:0.000052s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run TokenBuild Behavior [ RunTime:0.000029s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000007s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000047s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:-0.123938s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | NOTIC: [2] Cannot modify header information - headers already sent by (output started at /var/www/html/thinkmao/ThinkPHP/Lib/Core/View.class.php:124) View.class.php 第 120 行.
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | NOTIC: [2] Cannot modify header information - headers already sent by (output started at /var/www/html/thinkmao/ThinkPHP/Lib/Core/View.class.php:124) View.class.php 第 121 行.
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | NOTIC: [2] Cannot modify header information - headers already sent by (output started at /var/www/html/thinkmao/ThinkPHP/Lib/Core/View.class.php:124) View.class.php 第 122 行.
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_end ] --START--
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000014s ]
[ 2013-01-31T10:41:44+08:00 ] /thinkmao/Index.php/Index/index | INFO: Tag[ view_end ] --END-- [ RunTime:-0.124134s ]
