[ 2013-01-30T11:39:46+08:00 ] /thinkmao/Index.php/Cart/index | INFO: Tag[ route_check ] --START--
[ 2013-01-30T11:55:20+08:00 ] /thinkmao/Index.php/Good/ajaxx | NOTIC: [8] Use of undefined constant id - assumed 'id' GoodAction.class.php 第 43 行.
[ 2013-01-30T11:55:21+08:00 ] /thinkmao/Index.php/Good/check_login | INFO: Tag[ route_check ] --START--
[ 2013-01-30T11:55:21+08:00 ] /thinkmao/Index.php/Good/check_login | INFO: Run CheckRoute Behavior [ RunTime:0.000158s ]
[ 2013-01-30T11:55:21+08:00 ] /thinkmao/Index.php/Good/check_login | INFO: Tag[ route_check ] --END-- [ RunTime:0.000382s ]
[ 2013-01-30T11:55:21+08:00 ] /thinkmao/Index.php/Good/check_login | INFO: Tag[ app_begin ] --START--
[ 2013-01-30T11:55:21+08:00 ] /thinkmao/Index.php/Good/check_login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000153s ]
[ 2013-01-30T11:55:21+08:00 ] /thinkmao/Index.php/Good/check_login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000285s ]
[ 2013-01-30T11:55:21+08:00 ] /thinkmao/Index.php/Good/check_login | NOTIC: [8] A session had already been started - ignoring session_start() GoodAction.class.php 第 55 行.
[ 2013-01-30T11:55:21+08:00 ] /thinkmao/Index.php/Good/check_login | NOTIC: [8] Use of undefined constant id - assumed 'id' GoodAction.class.php 第 56 行.
[ 2013-01-30T11:55:21+08:00 ] /thinkmao/Index.php/Good/ajaxx | INFO: Tag[ route_check ] --START--
[ 2013-01-30T11:55:21+08:00 ] /thinkmao/Index.php/Good/ajaxx | INFO: Run CheckRoute Behavior [ RunTime:0.000155s ]
[ 2013-01-30T11:55:21+08:00 ] /thinkmao/Index.php/Good/ajaxx | INFO: Tag[ route_check ] --END-- [ RunTime:0.000371s ]
[ 2013-01-30T11:55:21+08:00 ] /thinkmao/Index.php/Good/ajaxx | INFO: Tag[ app_begin ] --START--
[ 2013-01-30T11:55:21+08:00 ] /thinkmao/Index.php/Good/ajaxx | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000173s ]
[ 2013-01-30T11:55:21+08:00 ] /thinkmao/Index.php/Good/ajaxx | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000253s ]
[ 2013-01-30T11:55:21+08:00 ] /thinkmao/Index.php/Good/ajaxx | SQL: SHOW COLUMNS FROM `hd_goods` [ RunTime:0.001490s ]
[ 2013-01-30T11:55:21+08:00 ] /thinkmao/Index.php/Good/ajaxx | SQL: SELECT * FROM `hd_goods` WHERE ( `id` = '11' ) LIMIT 1   [ RunTime:0.000389s ]
[ 2013-01-30T11:55:21+08:00 ] /thinkmao/Index.php/Good/ajaxx | SQL: SHOW COLUMNS FROM `hd_goods_attr` [ RunTime:0.000728s ]
[ 2013-01-30T11:55:21+08:00 ] /thinkmao/Index.php/Good/ajaxx | SQL: SELECT * FROM `hd_goods_attr` WHERE ( `gid` = '11' )  [ RunTime:0.000566s ]
[ 2013-01-30T11:55:21+08:00 ] /thinkmao/Index.php/Good/ajaxx | NOTIC: [8] A session had already been started - ignoring session_start() GoodAction.class.php 第 39 行.
[ 2013-01-30T11:55:21+08:00 ] /thinkmao/Index.php/Good/ajaxx | NOTIC: [8] Use of undefined constant id - assumed 'id' GoodAction.class.php 第 43 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | INFO: Tag[ route_check ] --START--
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | INFO: Run CheckRoute Behavior [ RunTime:0.000160s ]
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.000372s ]
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | INFO: Tag[ app_begin ] --START--
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000159s ]
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000247s ]
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | SQL: SHOW COLUMNS FROM `hd_goods` [ RunTime:0.001838s ]
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | SQL: SHOW COLUMNS FROM `hd_goods_attr` [ RunTime:0.000425s ]
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | SQL: SHOW COLUMNS FROM `hd_type_attr` [ RunTime:0.000423s ]
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | SQL: SHOW COLUMNS FROM `hd_brand` [ RunTime:0.000398s ]
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | SQL: SHOW COLUMNS FROM `hd_goods_intro` [ RunTime:0.000369s ]
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | SQL: SHOW COLUMNS FROM `hd_goods_list` [ RunTime:0.000397s ]
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | SQL: SELECT goods.sell_num AS sell_num,goods.id AS gid,goods.name AS gname,goods.unit AS unit,goods.number AS number,goods.price AS price,goods.pic AS pic,goods.click AS click,goods.recommend AS recommend,goods.hot AS hot,goods.time AS time,goods.cid AS cid,goods.bid AS bid,goods.tid AS tid,goods.mprice AS mprice,goods_attr.id AS attrid,goods_attr.value AS value,goods_attr.price AS attr_price,type_attr.id AS attr_id,type_attr.name AS attr_name,type_attr.type AS type,brand.name AS brand_name,brand.logo AS logo,brand.hot AS hot_brand,goods_intro.mini AS mini,goods_intro.medium AS medium,goods_intro.max AS max,goods_intro.intro AS intro,goods_intro.service AS service,goods_list.id AS in_id,goods_list.inventory AS inventory,goods_list.attr AS attr_com,goods_list.number AS in_number,goods_list.series AS series,goods_list.price AS in_price FROM hd_goods goods LEFT JOIN hd_goods_attr goods_attr ON goods_attr.gid =goods.id LEFT JOIN hd_type_attr type_attr ON goods_attr.aid = type_attr.id  JOIN hd_brand brand ON goods.bid = brand.id  JOIN hd_goods_intro goods_intro ON goods.id = goods_intro.gid  JOIN hd_goods_list goods_list ON goods.id = goods_list.gid WHERE ( goods.id = '11' )  [ RunTime:0.002979s ]
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 121 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 122 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 123 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 124 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 125 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 126 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 127 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 128 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 129 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 130 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 131 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 132 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 133 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 134 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 135 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 136 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 137 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 138 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 139 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 140 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 141 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 142 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 143 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 144 common.php 第 155 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 145 common.php 第 155 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 146 common.php 第 155 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 147 common.php 第 155 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 144 common.php 第 230 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 145 common.php 第 230 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 146 common.php 第 230 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 147 common.php 第 230 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | SQL: SELECT * FROM `hd_goods_attr` WHERE id in ( 144, 147)  [ RunTime:0.000339s ]
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | SQL: SELECT goods.sell_num AS sell_num,goods.id AS gid,goods.name AS gname,goods.unit AS unit,goods.number AS number,goods.price AS price,goods.pic AS pic,goods.click AS click,goods.recommend AS recommend,goods.hot AS hot,goods.time AS time,goods.cid AS cid,goods.bid AS bid,goods.tid AS tid,goods.mprice AS mprice,goods_attr.id AS attrid,goods_attr.value AS value,goods_attr.price AS attr_price,type_attr.id AS attr_id,type_attr.name AS attr_name,type_attr.type AS type,brand.name AS brand_name,brand.logo AS logo,brand.hot AS hot_brand,goods_intro.mini AS mini,goods_intro.medium AS medium,goods_intro.max AS max,goods_intro.intro AS intro,goods_intro.service AS service,goods_list.id AS in_id,goods_list.inventory AS inventory,goods_list.attr AS attr_com,goods_list.number AS in_number,goods_list.series AS series,goods_list.price AS in_price FROM hd_goods goods LEFT JOIN hd_goods_attr goods_attr ON goods_attr.gid =goods.id LEFT JOIN hd_type_attr type_attr ON goods_attr.aid = type_attr.id  JOIN hd_brand brand ON goods.bid = brand.id  JOIN hd_goods_intro goods_intro ON goods.id = goods_intro.gid  JOIN hd_goods_list goods_list ON goods.id = goods_list.gid WHERE ( goods.id = '11' )  [ RunTime:0.002374s ]
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 121 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 122 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 123 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 124 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 125 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 126 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 127 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 128 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 129 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 130 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 131 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 132 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 133 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 134 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 135 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 136 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 137 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 138 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 139 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 140 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 141 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 142 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 143 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 144 common.php 第 155 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 145 common.php 第 155 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 146 common.php 第 155 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 147 common.php 第 155 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 144 common.php 第 230 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 145 common.php 第 230 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 146 common.php 第 230 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 147 common.php 第 230 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | SQL: SELECT * FROM `hd_goods_attr` WHERE id in ( 144, 147)  [ RunTime:0.000318s ]
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | SQL: SELECT goods.sell_num AS sell_num,goods.id AS gid,goods.name AS gname,goods.unit AS unit,goods.number AS number,goods.price AS price,goods.pic AS pic,goods.click AS click,goods.recommend AS recommend,goods.hot AS hot,goods.time AS time,goods.cid AS cid,goods.bid AS bid,goods.tid AS tid,goods.mprice AS mprice,goods_attr.id AS attrid,goods_attr.value AS value,goods_attr.price AS attr_price,type_attr.id AS attr_id,type_attr.name AS attr_name,type_attr.type AS type,brand.name AS brand_name,brand.logo AS logo,brand.hot AS hot_brand,goods_intro.mini AS mini,goods_intro.medium AS medium,goods_intro.max AS max,goods_intro.intro AS intro,goods_intro.service AS service,goods_list.id AS in_id,goods_list.inventory AS inventory,goods_list.attr AS attr_com,goods_list.number AS in_number,goods_list.series AS series,goods_list.price AS in_price FROM hd_goods goods LEFT JOIN hd_goods_attr goods_attr ON goods_attr.gid =goods.id LEFT JOIN hd_type_attr type_attr ON goods_attr.aid = type_attr.id  JOIN hd_brand brand ON goods.bid = brand.id  JOIN hd_goods_intro goods_intro ON goods.id = goods_intro.gid  JOIN hd_goods_list goods_list ON goods.id = goods_list.gid WHERE ( goods.id = '11' )  [ RunTime:0.001781s ]
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 121 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 122 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 123 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 124 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 125 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 126 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 127 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 128 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 129 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 130 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 131 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 132 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 133 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 134 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 135 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 136 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 137 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 138 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 139 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 140 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 141 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 142 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 143 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 144 common.php 第 155 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 145 common.php 第 155 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 146 common.php 第 155 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 147 common.php 第 155 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 144 common.php 第 230 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 145 common.php 第 230 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 146 common.php 第 230 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 147 common.php 第 230 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | SQL: SELECT * FROM `hd_goods_attr` WHERE id in ( 144, 147)  [ RunTime:0.000205s ]
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | SQL: SELECT goods.sell_num AS sell_num,goods.id AS gid,goods.name AS gname,goods.unit AS unit,goods.number AS number,goods.price AS price,goods.pic AS pic,goods.click AS click,goods.recommend AS recommend,goods.hot AS hot,goods.time AS time,goods.cid AS cid,goods.bid AS bid,goods.tid AS tid,goods.mprice AS mprice,goods_attr.id AS attrid,goods_attr.value AS value,goods_attr.price AS attr_price,type_attr.id AS attr_id,type_attr.name AS attr_name,type_attr.type AS type,brand.name AS brand_name,brand.logo AS logo,brand.hot AS hot_brand,goods_intro.mini AS mini,goods_intro.medium AS medium,goods_intro.max AS max,goods_intro.intro AS intro,goods_intro.service AS service,goods_list.id AS in_id,goods_list.inventory AS inventory,goods_list.attr AS attr_com,goods_list.number AS in_number,goods_list.series AS series,goods_list.price AS in_price FROM hd_goods goods LEFT JOIN hd_goods_attr goods_attr ON goods_attr.gid =goods.id LEFT JOIN hd_type_attr type_attr ON goods_attr.aid = type_attr.id  JOIN hd_brand brand ON goods.bid = brand.id  JOIN hd_goods_intro goods_intro ON goods.id = goods_intro.gid  JOIN hd_goods_list goods_list ON goods.id = goods_list.gid WHERE ( goods.id = '11' )  [ RunTime:0.003440s ]
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 121 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 122 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 123 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 124 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 125 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 126 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 127 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 128 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 129 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 130 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 131 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 132 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 133 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 134 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 135 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 136 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 137 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 138 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 139 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 140 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 141 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 142 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 143 common.php 第 146 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 144 common.php 第 155 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 145 common.php 第 155 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 146 common.php 第 155 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 147 common.php 第 155 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 144 common.php 第 230 行.
[ 2013-01-30T12:00:55+08:00 ] /thinkmao/Index.php/Cart/index | NOTIC: [8] Undefined offset: 145 common.php 第 230 行.
