[ 2013-01-27T01:04:26+08:00 ] /thinkmao/Index.php | INFO: Tag[ app_begin ] --START--
[ 2013-01-27T01:58:06+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '44' )  [ RunTime:0.000086s ]
[ 2013-01-27T01:58:06+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '45' )  [ RunTime:0.000085s ]
[ 2013-01-27T01:58:06+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '46' )  [ RunTime:0.000075s ]
[ 2013-01-27T01:58:06+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '47' )  [ RunTime:0.000087s ]
[ 2013-01-27T01:58:06+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '48' )  [ RunTime:0.000091s ]
[ 2013-01-27T01:58:06+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '49' )  [ RunTime:0.000087s ]
[ 2013-01-27T01:58:06+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '50' )  [ RunTime:0.000085s ]
[ 2013-01-27T01:58:06+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '51' )  [ RunTime:0.000087s ]
[ 2013-01-27T01:58:06+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '52' )  [ RunTime:0.002398s ]
[ 2013-01-27T01:58:06+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '53' )  [ RunTime:0.000296s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ route_check ] --START--
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | INFO: Run CheckRoute Behavior [ RunTime:0.000196s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ route_check ] --END-- [ RunTime:0.000388s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ app_begin ] --START--
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000149s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000228s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.000481s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 14 )  [ RunTime:0.000162s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '19' )  [ RunTime:0.000099s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '18' )  [ RunTime:0.000088s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '17' )  [ RunTime:0.000087s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '16' )  [ RunTime:0.000074s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '15' )  [ RunTime:0.000093s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '34' )  [ RunTime:0.000087s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '35' )  [ RunTime:0.000086s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '36' )  [ RunTime:0.000085s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '37' )  [ RunTime:0.000073s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '38' )  [ RunTime:0.000073s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '39' )  [ RunTime:0.000085s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '40' )  [ RunTime:0.000084s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '41' )  [ RunTime:0.000091s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '42' )  [ RunTime:0.000086s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '43' )  [ RunTime:0.000086s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '44' )  [ RunTime:0.000086s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '45' )  [ RunTime:0.000086s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '46' )  [ RunTime:0.000074s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '47' )  [ RunTime:0.000086s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '48' )  [ RunTime:0.000283s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '49' )  [ RunTime:0.000249s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '50' )  [ RunTime:0.000104s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '51' )  [ RunTime:0.000089s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '52' )  [ RunTime:0.000089s ]
[ 2013-01-27T01:58:26+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '53' )  [ RunTime:0.000086s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ route_check ] --START--
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | INFO: Run CheckRoute Behavior [ RunTime:0.000181s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ route_check ] --END-- [ RunTime:0.000408s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ app_begin ] --START--
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000148s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000226s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.001019s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 14 )  [ RunTime:0.000161s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '19' )  [ RunTime:0.000085s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '18' )  [ RunTime:0.000074s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '17' )  [ RunTime:0.000073s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '16' )  [ RunTime:0.000073s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '15' )  [ RunTime:0.000085s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '34' )  [ RunTime:0.000073s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '35' )  [ RunTime:0.000071s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '36' )  [ RunTime:0.000071s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '37' )  [ RunTime:0.000090s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '38' )  [ RunTime:0.000084s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '39' )  [ RunTime:0.000082s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '40' )  [ RunTime:0.000081s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '41' )  [ RunTime:0.000083s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '42' )  [ RunTime:0.000082s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '43' )  [ RunTime:0.000084s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '44' )  [ RunTime:0.000082s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '45' )  [ RunTime:0.000083s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '46' )  [ RunTime:0.000083s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '47' )  [ RunTime:0.000071s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '48' )  [ RunTime:0.000088s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '49' )  [ RunTime:0.000083s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '50' )  [ RunTime:0.000084s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '51' )  [ RunTime:0.000083s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '52' )  [ RunTime:0.000083s ]
[ 2013-01-27T01:58:52+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '53' )  [ RunTime:0.000083s ]
[ 2013-01-27T02:00:02+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ route_check ] --START--
[ 2013-01-27T02:00:02+08:00 ] /thinkmao/Index.php/Index/test | INFO: Run CheckRoute Behavior [ RunTime:0.000172s ]
[ 2013-01-27T02:00:02+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ route_check ] --END-- [ RunTime:0.000363s ]
[ 2013-01-27T02:00:02+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ app_begin ] --START--
[ 2013-01-27T02:00:02+08:00 ] /thinkmao/Index.php/Index/test | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000162s ]
[ 2013-01-27T02:00:02+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000240s ]
[ 2013-01-27T02:00:02+08:00 ] /thinkmao/Index.php/Index/test | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.000976s ]
[ 2013-01-27T02:00:02+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 14 )  [ RunTime:0.000730s ]
[ 2013-01-27T02:00:02+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '19' )  [ RunTime:0.000347s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ route_check ] --START--
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | INFO: Run CheckRoute Behavior [ RunTime:0.000183s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ route_check ] --END-- [ RunTime:0.000408s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ app_begin ] --START--
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000149s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000227s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.000440s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 14 )  [ RunTime:0.000154s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '19' )  [ RunTime:0.000084s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '18' )  [ RunTime:0.000073s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '17' )  [ RunTime:0.000073s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '16' )  [ RunTime:0.000084s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '15' )  [ RunTime:0.000098s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '34' )  [ RunTime:0.000086s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '35' )  [ RunTime:0.000084s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '36' )  [ RunTime:0.000086s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '37' )  [ RunTime:0.000085s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '38' )  [ RunTime:0.000083s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '39' )  [ RunTime:0.000084s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '40' )  [ RunTime:0.000075s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '41' )  [ RunTime:0.000084s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '42' )  [ RunTime:0.000085s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '43' )  [ RunTime:0.000083s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '44' )  [ RunTime:0.000083s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '45' )  [ RunTime:0.000085s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '46' )  [ RunTime:0.000095s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '47' )  [ RunTime:0.000084s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '48' )  [ RunTime:0.000084s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '49' )  [ RunTime:0.000083s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '50' )  [ RunTime:0.000083s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '51' )  [ RunTime:0.000072s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '52' )  [ RunTime:0.000085s ]
[ 2013-01-27T02:00:20+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '53' )  [ RunTime:0.000084s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ route_check ] --START--
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | INFO: Run CheckRoute Behavior [ RunTime:0.000161s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ route_check ] --END-- [ RunTime:0.000375s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ app_begin ] --START--
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000148s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000228s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.000672s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 14 )  [ RunTime:0.000193s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '19' )  [ RunTime:0.000443s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '18' )  [ RunTime:0.000164s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '17' )  [ RunTime:0.000091s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '16' )  [ RunTime:0.000088s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '15' )  [ RunTime:0.003051s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '34' )  [ RunTime:0.000242s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '35' )  [ RunTime:0.000090s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '36' )  [ RunTime:0.000114s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '37' )  [ RunTime:0.000087s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '38' )  [ RunTime:0.000086s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '39' )  [ RunTime:0.000072s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '40' )  [ RunTime:0.000084s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '41' )  [ RunTime:0.000084s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '42' )  [ RunTime:0.000087s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '43' )  [ RunTime:0.000084s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '44' )  [ RunTime:0.000084s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '45' )  [ RunTime:0.000084s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '46' )  [ RunTime:0.000085s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '47' )  [ RunTime:0.000086s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '48' )  [ RunTime:0.000085s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '49' )  [ RunTime:0.000072s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '50' )  [ RunTime:0.000084s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '51' )  [ RunTime:0.000104s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '52' )  [ RunTime:0.000091s ]
[ 2013-01-27T02:12:38+08:00 ] /thinkmao/Index.php/Index/test | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '53' )  [ RunTime:0.000085s ]
[ 2013-01-27T02:13:39+08:00 ] /thinkmao/Index.php/Index | INFO: Tag[ route_check ] --START--
[ 2013-01-27T02:13:39+08:00 ] /thinkmao/Index.php/Index | INFO: Run CheckRoute Behavior [ RunTime:0.000164s ]
[ 2013-01-27T02:13:39+08:00 ] /thinkmao/Index.php/Index | INFO: Tag[ route_check ] --END-- [ RunTime:0.000407s ]
[ 2013-01-27T02:13:39+08:00 ] /thinkmao/Index.php/Index | INFO: Tag[ app_begin ] --START--
[ 2013-01-27T02:13:39+08:00 ] /thinkmao/Index.php/Index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000145s ]
[ 2013-01-27T02:13:39+08:00 ] /thinkmao/Index.php/Index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000226s ]
[ 2013-01-27T02:13:39+08:00 ] /thinkmao/Index.php/Index | INFO: Tag[ view_template ] --START--
[ 2013-01-27T02:13:39+08:00 ] /thinkmao/Index.php/Index | INFO: Run LocationTemplate Behavior [ RunTime:0.000035s ]
[ 2013-01-27T02:13:39+08:00 ] /thinkmao/Index.php/Index | INFO: Tag[ view_template ] --END-- [ RunTime:0.000064s ]
[ 2013-01-27T02:13:39+08:00 ] /thinkmao/Index.php/Index | INFO: Tag[ view_parse ] --START--
[ 2013-01-27T02:13:39+08:00 ] /thinkmao/Index.php/Index | NOTIC: [8] Undefined index: cate TagLib.class.php 第 122 行.
[ 2013-01-27T02:13:39+08:00 ] /thinkmao/Index.php/Index | NOTIC: [8] Undefined index: cate TagLib.class.php 第 122 行.
[ 2013-01-27T02:13:39+08:00 ] /thinkmao/Index.php/Index | NOTIC: [8] Undefined index: cate TagLib.class.php 第 122 行.
[ 2013-01-27T02:13:39+08:00 ] /thinkmao/Index.php/Index | NOTIC: [8] Undefined index: cate TagLib.class.php 第 122 行.
[ 2013-01-27T02:13:39+08:00 ] /thinkmao/Index.php/Index | SQL: SHOW COLUMNS FROM `hd_category` [ RunTime:0.000476s ]
[ 2013-01-27T02:13:39+08:00 ] /thinkmao/Index.php/Index | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = 0 )  [ RunTime:0.000185s ]
[ 2013-01-27T02:13:39+08:00 ] /thinkmao/Index.php/Index | SQL: SELECT * FROM `hd_category` WHERE ( `pid` = '22' )  [ RunTime:0.000115s ]
[ 2013-01-27T02:13:39+08:00 ] /thinkmao/Index.php/Index | NOTIC: [2] Invalid argument supplied for foreach() f9c22b8b40e560036663a0ce7ed378ae.php 第 12 行.
